key,coupler_widths,C11,C12,C13,C14,C15,C21,C22,C23,C24,C25,C31,C32,C33,C34,C35,C41,C42,C43,C44,C45,C51,C52,C53,C54,C55
clockmon_0_0_0_30.0_200.0_64.0,"[0, 0, 0, 30.0, 200.0, 64.0]",4.0277793075049386e-14,3.151071944392713e-17,5.881683923283481e-18,2.244501328812606e-16,4.057374761488692e-15,3.151071944392713e-17,5.848185990964367e-14,1.085318051022921e-16,1.244097432725568e-15,1.2538362716920572e-14,5.881683923283481e-18,1.085318051022921e-16,4.526967941628608e-14,5.642646910445448e-15,4.275314291673061e-16,2.244501328812606e-16,1.244097432725568e-15,5.642646910445448e-15,1.0111687455898254e-13,3.7809434342423e-14,4.057374761488692e-15,1.2538362716920572e-14,4.275314291673061e-16,3.7809434342423e-14,9.521359482366903e-14
clockmon_0_0_0_30.0_200.0_98.0,"[0, 0, 0, 30.0, 200.0, 98.0]",4.027412627437081e-14,3.150363179933449e-17,7.103200979814567e-18,2.239215224985199e-16,4.055996797594419e-15,3.150363179933449e-17,5.843147573364827e-14,1.423729554750601e-16,1.2309006724152142e-15,1.25363996355401e-14,7.103200979814567e-18,1.423729554750601e-16,4.8354717168438495e-14,7.599376328412074e-15,5.487076348736868e-16,2.239215224985199e-16,1.2309006724152142e-15,7.599376328412074e-15,1.0005629574272916e-13,3.775995865278893e-14,4.055996797594419e-15,1.25363996355401e-14,5.487076348736868e-16,3.775995865278893e-14,9.514355835371419e-14
clockmon_0_0_0_30.0_30.0_132.0,"[0, 0, 0, 30.0, 30.0, 132.0]",4.028886808825969e-14,1.174426367104458e-17,8.465943879802321e-18,2.241069016304715e-16,4.064673366883763e-15,1.174426367104458e-17,4.236415149342823e-14,5.531719939090421e-17,3.2898007356336e-16,3.634007146747202e-15,8.465943879802321e-18,5.531719939090421e-17,5.166512856096877e-14,9.47542211028309e-15,7.426904613755417e-16,2.241069016304715e-16,3.2898007356336e-16,9.47542211028309e-15,9.955060442842644e-14,3.8007245580016333e-14,4.064673366883763e-15,3.634007146747202e-15,7.426904613755417e-16,3.8007245580016333e-14,1.0003241158638998e-13
clockmon_0_0_0_30.0_30.0_166.0,"[0, 0, 0, 30.0, 30.0, 166.0]",4.0562879080828e-14,1.171353556028315e-17,9.914674343845902e-18,2.239323378086296e-16,4.073066103220551e-15,1.171353556028315e-17,4.260589551110825e-14,6.68126103078353e-17,3.259515444006363e-16,3.64119336706449e-15,9.914674343845902e-18,6.68126103078353e-17,5.519721025366049e-14,1.117669998154797e-14,9.57390784535275e-16,2.239323378086296e-16,3.259515444006363e-16,1.117669998154797e-14,9.861799924439182e-14,3.795851087651664e-14,4.073066103220551e-15,3.64119336706449e-15,9.57390784535275e-16,3.795851087651664e-14,9.996211643890554e-14
clockmon_0_0_0_30.0_30.0_200.0,"[0, 0, 0, 30.0, 30.0, 200.0]",4.0284283498443655e-14,1.172972874679553e-17,1.133074094512887e-17,2.232086274281088e-16,4.06336191253563e-15,1.172972874679553e-17,4.2347033575034e-14,8.229848491900558e-17,3.210774377046737e-16,3.631410489122054e-15,1.133074094512887e-17,8.229848491900558e-17,5.852819557302485e-14,1.25466817776174e-14,1.252950663680878e-15,2.232086274281088e-16,3.210774377046737e-16,1.25466817776174e-14,9.771387080033894e-14,3.785412553746847e-14,4.06336191253563e-15,3.631410489122054e-15,1.252950663680878e-15,3.785412553746847e-14,9.972261893806746e-14
clockmon_0_0_0_30.0_30.0_30.0,"[0, 0, 0, 30.0, 30.0, 30.0]",4.0293680535075016e-14,1.170465099668702e-17,4.752930872799112e-18,2.251681868167762e-16,4.06263264303214e-15,1.170465099668702e-17,4.238056900364561e-14,3.089702944507449e-17,3.3797866577190455e-16,3.633830367943455e-15,4.752930872799112e-18,3.089702944507449e-17,4.238718637599328e-14,3.638171889538561e-15,3.374048124103208e-16,2.251681868167762e-16,3.3797866577190455e-16,3.638171889538561e-15,1.0263449048979082e-13,3.814374117400882e-14,4.06263264303214e-15,3.633830367943455e-15,3.374048124103208e-16,3.814374117400882e-14,1.0018805745957856e-13
clockmon_0_0_0_30.0_30.0_64.0,"[0, 0, 0, 30.0, 30.0, 64.0]",4.029346800814463e-14,1.174529442093666e-17,5.937134096460064e-18,2.250529513573647e-16,4.065001425892711e-15,1.174529442093666e-17,4.238041751588985e-14,3.776932465552184e-17,3.354805041286684e-16,3.635197257892581e-15,5.937134096460064e-18,3.776932465552184e-17,4.531071178990975e-14,5.647279964538506e-15,4.513080169065393e-16,2.250529513573647e-16,3.354805041286684e-16,5.647279964538506e-15,1.0165612725056921e-13,3.811847645398473e-14,4.065001425892711e-15,3.635197257892581e-15,4.513080169065393e-16,3.811847645398473e-14,1.0020290891250113e-13
clockmon_0_0_0_30.0_30.0_98.0,"[0, 0, 0, 30.0, 30.0, 98.0]",4.0290760813024333e-14,1.174684985984075e-17,7.179274422870916e-18,2.24556956458194e-16,4.064934210669025e-15,1.174684985984075e-17,4.235972400020486e-14,4.607117002330555e-17,3.324298619206407e-16,3.635075677859381e-15,7.179274422870916e-18,4.607117002330555e-17,4.842664879002305e-14,7.606576296953728e-15,5.810030902185979e-16,2.24556956458194e-16,3.324298619206407e-16,7.606576296953728e-15,1.0058818276421756e-13,3.806760546856069e-14,4.064934210669025e-15,3.635075677859381e-15,5.810030902185979e-16,3.806760546856069e-14,1.0012598116921961e-13
clockmon_0_0_0_30.0_64.0_132.0,"[0, 0, 0, 30.0, 64.0, 132.0]",4.028908281634209e-14,1.530246658733607e-17,8.454484420723454e-18,2.239941072450951e-16,4.063392472526327e-15,1.530246658733607e-17,4.527450629736996e-14,7.025359599937157e-17,4.396699229365258e-16,5.642814267523979e-15,8.454484420723454e-18,7.025359599937157e-17,5.1658515333177435e-14,9.475528929311297e-15,7.366223780018777e-16,2.239941072450951e-16,4.396699229365258e-16,9.475528929311297e-15,9.949087223733779e-14,3.796199265164961e-14,4.063392472526327e-15,5.642814267523979e-15,7.366223780018777e-16,3.796199265164961e-14,9.89816782540576e-14
clockmon_0_0_0_30.0_64.0_166.0,"[0, 0, 0, 30.0, 64.0, 166.0]",4.056126606607168e-14,1.525234946926195e-17,9.911741380982007e-18,2.23904387667765e-16,4.071669348278497e-15,1.525234946926195e-17,4.551443961676016e-14,8.624447133257863e-17,4.3534532778773264e-16,5.649412265361687e-15,9.911741380982007e-18,8.624447133257863e-17,5.5188515424216785e-14,1.117574403062764e-14,9.492514150671726e-16,2.23904387667765e-16,4.3534532778773264e-16,1.117574403062764e-14,9.855692905450455e-14,3.791360699564492e-14,4.071669348278497e-15,5.649412265361687e-15,9.492514150671726e-16,3.791360699564492e-14,9.890684863308672e-14
clockmon_0_0_0_30.0_64.0_200.0,"[0, 0, 0, 30.0, 64.0, 200.0]",4.028589793327592e-14,1.528547257418391e-17,1.1312660197304e-17,2.231410189178462e-16,4.062924626071559e-15,1.528547257418391e-17,4.5250631240951514e-14,1.085331644335037e-16,4.28408309878315e-16,5.639511246576198e-15,1.1312660197304e-17,1.085331644335037e-16,5.851224155497755e-14,1.254591113386585e-14,1.2422877696136237e-15,2.231410189178462e-16,4.28408309878315e-16,1.254591113386585e-14,9.765406246765066e-14,3.781027750744394e-14,4.062924626071559e-15,5.639511246576198e-15,1.2422877696136237e-15,3.781027750744394e-14,9.867293881618315e-14
clockmon_0_0_0_30.0_64.0_30.0,"[0, 0, 0, 30.0, 64.0, 30.0]",4.029320344435049e-14,1.530099194696063e-17,4.7567398062318016e-18,2.254485573512494e-16,4.06349846490191e-15,1.530099194696063e-17,4.530387108416604e-14,3.777227348452632e-17,4.520052134101349e-16,5.643886222956639e-15,4.7567398062318016e-18,3.777227348452632e-17,4.238298310637508e-14,3.641096573106724e-15,3.350856179963459e-16,2.254485573512494e-16,4.520052134101349e-16,3.641096573106724e-15,1.0264692187296808e-13,3.811983391179143e-14,4.06349846490191e-15,5.643886222956639e-15,3.350856179963459e-16,3.811983391179143e-14,9.921237950897547e-14
clockmon_0_0_0_30.0_64.0_64.0,"[0, 0, 0, 30.0, 64.0, 64.0]",4.029142666146877e-14,1.529907837231352e-17,5.925163096585975e-18,2.249580416536193e-16,4.063307170603795e-15,1.529907837231352e-17,4.528882392427995e-14,4.68708834039053e-17,4.484064450799352e-16,5.644288577409326e-15,5.925163096585975e-18,4.68708834039053e-17,4.5317728125170606e-14,5.646728307373141e-15,4.47567189500614e-16,2.249580416536193e-16,4.484064450799352e-16,5.646728307373141e-15,1.0159262313239904e-13,3.807224814395177e-14,4.063307170603795e-15,5.644288577409326e-15,4.47567189500614e-16,3.807224814395177e-14,9.914727905925459e-14
clockmon_0_0_0_30.0_64.0_98.0,"[0, 0, 0, 30.0, 64.0, 98.0]",4.028982481096052e-14,1.530599090037252e-17,7.16557913166711e-18,2.244590758395344e-16,4.063593465103187e-15,1.530599090037252e-17,4.527330443337667e-14,5.784817998059698e-17,4.443212733984601e-16,5.644230454043567e-15,7.16557913166711e-18,5.784817998059698e-17,4.8422972236864996e-14,7.606326356265771e-15,5.762366451141242e-16,2.244590758395344e-16,4.443212733984601e-16,7.606326356265771e-15,1.0052582089279456e-13,3.802193953950227e-14,4.063593465103187e-15,5.644230454043567e-15,5.762366451141242e-16,3.802193953950227e-14,9.907193454765946e-14
clockmon_0_0_0_30.0_98.0_132.0,"[0, 0, 0, 30.0, 98.0, 132.0]",4.0294764532014117e-14,1.902340105882745e-17,8.423583394190919e-18,2.239411345312967e-16,4.062406223765941e-15,1.902340105882745e-17,4.8385560243444394e-14,8.862989032507265e-17,5.658851062323733e-16,7.607596018450724e-15,8.423583394190919e-18,8.862989032507265e-17,5.1662736183894765e-14,9.476040989665339e-15,7.295801874678217e-16,2.239411345312967e-16,5.658851062323733e-16,9.476040989665339e-15,9.942726511604088e-14,3.791672179978703e-14,4.062406223765941e-15,7.607596018450724e-15,7.295801874678217e-16,3.791672179978703e-14,9.792420834817679e-14
clockmon_0_0_0_30.0_98.0_166.0,"[0, 0, 0, 30.0, 98.0, 166.0]",4.0559388097749436e-14,1.895152933600895e-17,9.882423279198639e-18,2.238294017436308e-16,4.070511597002128e-15,1.895152933600895e-17,4.86413058476951e-14,1.108046464632819e-16,5.593878116624891e-16,7.61638268742205e-15,9.882423279198639e-18,1.108046464632819e-16,5.517847623856479e-14,1.117493530731209e-14,9.397548118820792e-16,2.238294017436308e-16,5.593878116624891e-16,1.117493530731209e-14,9.848806023866146e-14,3.786538240991921e-14,4.070511597002128e-15,7.61638268742205e-15,9.397548118820792e-16,3.786538240991921e-14,9.784803424018174e-14
clockmon_0_0_0_30.0_98.0_200.0,"[0, 0, 0, 30.0, 98.0, 200.0]",4.028604705223025e-14,1.899307466533063e-17,1.129426798155016e-17,2.230726152427649e-16,4.061806663005026e-15,1.899307466533063e-17,4.835080565954865e-14,1.424035845288945e-16,5.49770033075243e-16,7.6008329108644e-15,1.129426798155016e-17,1.424035845288945e-16,5.8499527541013e-14,1.254500146179498e-14,1.22899101766458e-15,2.230726152427649e-16,5.49770033075243e-16,1.254500146179498e-14,9.758518472080276e-14,3.776313508293976e-14,4.061806663005026e-15,7.6008329108644e-15,1.22899101766458e-15,3.776313508293976e-14,9.76184926222285e-14
clockmon_0_0_0_30.0_98.0_30.0,"[0, 0, 0, 30.0, 98.0, 30.0]",4.0300474849345476e-14,1.902394538839476e-17,4.749189359792675e-18,2.253494600478398e-16,4.062459763782023e-15,1.902394538839476e-17,4.8403220157061514e-14,4.60573181522349e-17,5.820767612849243e-16,7.609509033749251e-15,4.749189359792675e-18,4.60573181522349e-17,4.2395285452107555e-14,3.64033565353571e-15,3.318279769467796e-16,2.253494600478398e-16,5.820767612849243e-16,3.64033565353571e-15,1.0258064090480189e-13,3.807138062670045e-14,4.062459763782023e-15,7.609509033749251e-15,3.318279769467796e-16,3.807138062670045e-14,9.81497973897709e-14
clockmon_0_0_0_30.0_98.0_64.0,"[0, 0, 0, 30.0, 98.0, 64.0]",4.029154179930804e-14,1.902367063861368e-17,5.917606958565279e-18,2.248917083798959e-16,4.062374068573199e-15,1.902367063861368e-17,4.8392493891977384e-14,5.782430241463705e-17,5.772225182903791e-16,7.607852704104302e-15,5.917606958565279e-18,5.782430241463705e-17,4.531486163061323e-14,5.64713469384306e-15,4.433730496513975e-16,2.248917083798959e-16,5.772225182903791e-16,5.64713469384306e-15,1.0152459401064201e-13,3.802454282004377e-14,4.062374068573199e-15,7.607852704104302e-15,4.433730496513975e-16,3.802454282004377e-14,9.808646643648735e-14
clockmon_0_0_0_30.0_98.0_98.0,"[0, 0, 0, 30.0, 98.0, 98.0]",4.029493433432263e-14,1.902706105025525e-17,7.142028017686298e-18,2.244194334749928e-16,4.062697114463401e-15,1.902706105025525e-17,4.840470481255491e-14,7.185620465783623e-17,5.717930129989289e-16,7.608128141245706e-15,7.142028017686298e-18,7.185620465783623e-17,4.845002994115123e-14,7.60769456051211e-15,5.707863230476726e-16,2.244194334749928e-16,5.717930129989289e-16,7.60769456051211e-15,1.0046034270403753e-13,3.797451567044953e-14,4.062697114463401e-15,7.608128141245706e-15,5.707863230476726e-16,3.797451567044953e-14,9.801788842800799e-14
clockmon_0_0_0_300.0_132.0_132.0,"[0, 0, 0, 300.0, 132.0, 132.0]",5.817914957010952e-14,1.008749290083962e-16,2.788900571385771e-17,7.438515245941233e-16,1.843140388108036e-14,1.008749290083962e-16,5.159119212880653e-14,1.112701552511271e-16,7.213631888745531e-16,9.43486308468889e-15,2.788900571385771e-17,1.112701552511271e-16,5.164538525344029e-14,9.474871193526077e-15,7.125492980453531e-16,7.438515245941233e-16,7.213631888745531e-16,9.474871193526077e-15,9.90565706006146e-14,3.763582850506425e-14,1.843140388108036e-14,9.43486308468889e-15,7.125492980453531e-16,3.763582850506425e-14,8.939236394122036e-14
clockmon_0_0_0_300.0_132.0_166.0,"[0, 0, 0, 300.0, 132.0, 166.0]",5.844912589564636e-14,1.009055152872053e-16,3.2434843523831995e-17,7.428617647579517e-16,1.843974674268934e-14,1.009055152872053e-16,5.1828756941964874e-14,1.431654181395381e-16,7.124693940149843e-16,9.448313973854598e-15,3.2434843523831995e-17,1.431654181395381e-16,5.515428549582376e-14,1.117280739418128e-14,9.178141922300075e-16,7.428617647579517e-16,7.124693940149843e-16,1.117280739418128e-14,9.812173827269151e-14,3.758104835771628e-14,1.843974674268934e-14,9.448313973854598e-15,9.178141922300075e-16,3.758104835771628e-14,8.928934610968056e-14
clockmon_0_0_0_300.0_132.0_200.0,"[0, 0, 0, 300.0, 132.0, 200.0]",5.81649051729838e-14,1.007886981289323e-16,3.75763768735255e-17,7.408257846811624e-16,1.842769339793081e-14,1.007886981289323e-16,5.152589089571318e-14,1.89538526442913e-16,6.982437010471066e-16,9.42696307478152e-15,3.75763768735255e-17,1.89538526442913e-16,5.845635664294289e-14,1.254158974442626e-14,1.199780978151559e-15,7.408257846811624e-16,6.982437010471066e-16,1.254158974442626e-14,9.722105316598872e-14,3.748823905445306e-14,1.842769339793081e-14,9.42696307478152e-15,1.199780978151559e-15,3.748823905445306e-14,8.909813580743236e-14
clockmon_0_0_0_300.0_132.0_30.0,"[0, 0, 0, 300.0, 132.0, 30.0]",5.818329898232818e-14,1.009373935061947e-16,1.556391694996659e-17,7.486141866567137e-16,1.843135648707379e-14,1.009373935061947e-16,5.1612534841734647e-14,5.52801017150134e-17,7.428195140687451e-16,9.436484806222207e-15,1.556391694996659e-17,5.52801017150134e-17,4.2375332240583454e-14,3.639391738831102e-15,3.236606259469114e-16,7.486141866567137e-16,7.428195140687451e-16,3.639391738831102e-15,1.0219855632096288e-13,3.778608291688237e-14,1.843135648707379e-14,9.436484806222207e-15,3.236606259469114e-16,3.778608291688237e-14,8.961175318797272e-14
clockmon_0_0_0_300.0_132.0_64.0,"[0, 0, 0, 300.0, 132.0, 64.0]",5.817845908545183e-14,1.009313315648813e-16,1.947072332945206e-17,7.469738014562472e-16,1.843057820636914e-14,1.009313315648813e-16,5.160332956863799e-14,7.021195772289252e-17,7.367696173651525e-16,9.436099000587651e-15,1.947072332945206e-17,7.021195772289252e-17,4.5295343781021684e-14,5.646537941990318e-15,4.328578813431547e-16,7.469738014562472e-16,7.367696173651525e-16,5.646537941990318e-15,1.0114533341217817e-13,3.774130682430602e-14,1.843057820636914e-14,9.436099000587651e-15,4.328578813431547e-16,3.774130682430602e-14,8.955114376981164e-14
clockmon_0_0_0_300.0_132.0_98.0,"[0, 0, 0, 300.0, 132.0, 98.0]",5.818273572727092e-14,1.009211316585243e-16,2.3575066399801796e-17,7.453895815966152e-16,1.843126098570236e-14,1.009211316585243e-16,5.160436053715623e-14,8.853186373758257e-17,7.297216543764512e-16,9.43579123104682e-15,2.3575066399801796e-17,8.853186373758257e-17,4.84196365997591e-14,7.606730964600842e-15,5.574790072271792e-16,7.453895815966152e-16,7.297216543764512e-16,7.606730964600842e-15,1.0008314307359172e-13,3.769248385345307e-14,1.843126098570236e-14,9.43579123104682e-15,5.574790072271792e-16,3.769248385345307e-14,8.948279026081118e-14
clockmon_0_0_0_300.0_166.0_132.0,"[0, 0, 0, 300.0, 166.0, 132.0]",5.814510660711592e-14,1.223300579768007e-16,2.782065265577296e-17,7.430578107639999e-16,1.841318003114315e-14,1.223300579768007e-16,5.489007201622575e-14,1.428894993055151e-16,9.285631522618548e-16,1.111440720175357e-14,2.782065265577296e-17,1.428894993055151e-16,5.158888813196407e-14,9.470376926444626e-15,7.023867890049803e-16,7.430578107639999e-16,9.285631522618548e-16,9.470376926444626e-15,9.891855660713028e-14,3.756298537629345e-14,1.841318003114315e-14,1.111440720175357e-14,7.023867890049803e-16,3.756298537629345e-14,8.841791612340266e-14
clockmon_0_0_0_300.0_166.0_166.0,"[0, 0, 0, 300.0, 166.0, 166.0]",5.842011581888126e-14,1.222445440027507e-16,3.243033127474162e-17,7.422513517834442e-16,1.843000718255565e-14,1.222445440027507e-16,5.513611174350773e-14,1.901186750723117e-16,9.136834732146587e-16,1.111892808074949e-14,3.243033127474162e-17,1.901186750723117e-16,5.509008187540567e-14,1.116941914081916e-14,9.031304424774678e-16,7.422513517834442e-16,9.136834732146587e-16,1.116941914081916e-14,9.799133248312448e-14,3.751274877519498e-14,1.843000718255565e-14,1.111892808074949e-14,9.031304424774678e-16,3.751274877519498e-14,8.83199620854032e-14
clockmon_0_0_0_300.0_166.0_200.0,"[0, 0, 0, 300.0, 166.0, 200.0]",5.813383357203277e-14,1.220999181866987e-16,3.741661418150555e-17,7.400567507063104e-16,1.841012753830888e-14,1.220999181866987e-16,5.482188091256934e-14,2.632851699461517e-16,8.930090036772975e-16,1.110309171248429e-14,3.741661418150555e-17,2.632851699461517e-16,5.838597317388389e-14,1.25358519727269e-14,1.17586044203912e-15,7.400567507063104e-16,8.930090036772975e-16,1.25358519727269e-14,9.70991926372456e-14,3.741771722683798e-14,1.841012753830888e-14,1.110309171248429e-14,1.17586044203912e-15,3.741771722683798e-14,8.813978992162273e-14
clockmon_0_0_0_300.0_166.0_30.0,"[0, 0, 0, 300.0, 166.0, 30.0]",5.815642291333623e-14,1.223370664303847e-16,1.553078343404214e-17,7.478683513411371e-16,1.8414643340347762e-14,1.223370664303847e-16,5.495235020886827e-14,6.674994411379343e-17,9.574752324839502e-16,1.111696588079341e-14,1.553078343404214e-17,6.674994411379343e-17,4.235693713334176e-14,3.636582400680826e-15,3.198801090848397e-16,7.478683513411371e-16,9.574752324839502e-16,3.636582400680826e-15,1.0206362556555861e-13,3.771097902136728e-14,1.8414643340347762e-14,1.111696588079341e-14,3.198801090848397e-16,3.771097902136728e-14,8.86418476605804e-14
clockmon_0_0_0_300.0_166.0_64.0,"[0, 0, 0, 300.0, 166.0, 64.0]",5.815621734539888e-14,1.223279727772114e-16,1.943094805788072e-17,7.462400705014568e-16,1.841440792555662e-14,1.223279727772114e-16,5.4942966344274304e-14,8.615621621622504e-17,9.495913906530722e-16,1.111645881226052e-14,1.943094805788072e-17,8.615621621622504e-17,4.5275326742441666e-14,5.644551737557263e-15,4.276109723678055e-16,7.462400705014568e-16,9.495913906530722e-16,5.644551737557263e-15,1.010119373692012e-13,3.766700110781569e-14,1.841440792555662e-14,1.111645881226052e-14,4.276109723678055e-16,3.766700110781569e-14,8.858131603550327e-14
clockmon_0_0_0_300.0_166.0_98.0,"[0, 0, 0, 300.0, 166.0, 98.0]",5.815068855464241e-14,1.223372490760118e-16,2.353141179628406e-17,7.445773542180121e-16,1.841249282630447e-14,1.223372490760118e-16,5.492355506177985e-14,1.1072761914962259e-16,9.403363832702963e-16,1.111571823048735e-14,2.353141179628406e-17,1.1072761914962259e-16,4.837829705086401e-14,7.602758172571952e-15,5.501162930824373e-16,7.445773542180121e-16,9.403363832702963e-16,7.602758172571952e-15,9.995008786897196e-14,3.761897523278568e-14,1.841249282630447e-14,1.111571823048735e-14,5.501162930824373e-16,3.761897523278568e-14,8.850553965934006e-14
clockmon_0_0_0_300.0_200.0_132.0,"[0, 0, 0, 300.0, 200.0, 132.0]",5.813489426897327e-14,1.47043839916148e-16,2.771278026682166e-17,7.423641862482303e-16,1.8407556642385707e-14,1.47043839916148e-16,5.836743514038726e-14,1.896779204514842e-16,1.211859942462166e-15,1.248839042241706e-14,2.771278026682166e-17,1.896779204514842e-16,5.154800925812009e-14,9.467259726930439e-15,6.899606125871829e-16,7.423641862482303e-16,1.211859942462166e-15,9.467259726930439e-15,9.874837178186512e-14,3.748632124554589e-14,1.8407556642385707e-14,1.248839042241706e-14,6.899606125871829e-16,3.748632124554589e-14,8.758028557618576e-14
clockmon_0_0_0_300.0_200.0_166.0,"[0, 0, 0, 300.0, 200.0, 166.0]",5.853627024276269e-14,1.470280255538161e-16,3.230546288816611e-17,7.41489886335744e-16,1.845163662652676e-14,1.470280255538161e-16,5.879518893452966e-14,2.638668986199423e-16,1.18872638201779e-15,1.252213155402634e-14,3.230546288816611e-17,2.638668986199423e-16,5.533678841280852e-14,1.118511651744498e-14,8.834622827318525e-16,7.41489886335744e-16,1.18872638201779e-15,1.118511651744498e-14,9.785045033598532e-14,3.744756548361698e-14,1.845163662652676e-14,1.252213155402634e-14,8.834622827318525e-16,3.744756548361698e-14,8.749791882934248e-14
clockmon_0_0_0_300.0_200.0_200.0,"[0, 0, 0, 300.0, 200.0, 200.0]",5.811683302538193e-14,1.467567823014092e-16,3.717606592652568e-17,7.394268913884293e-16,1.840277518742411e-14,1.467567823014092e-16,5.824884017792552e-14,3.873736806926329e-16,1.154226715982514e-15,1.247100412404259e-14,3.717606592652568e-17,3.873736806926329e-16,5.83036927821141e-14,1.252525079598654e-14,1.143216485866608e-15,7.394268913884293e-16,1.154226715982514e-15,1.252525079598654e-14,9.694315551669915e-14,3.734908084712466e-14,1.840277518742411e-14,1.247100412404259e-14,1.143216485866608e-15,3.734908084712466e-14,8.731561197008683e-14
clockmon_0_0_0_300.0_200.0_30.0,"[0, 0, 0, 300.0, 200.0, 30.0]",5.81411312497961e-14,1.471003671658291e-16,1.549195368384852e-17,7.471650837189204e-16,1.840862107130893e-14,1.471003671658291e-16,5.843020308588443e-14,8.222106686185962e-17,1.252727657942485e-15,1.2493052120957341e-14,1.549195368384852e-17,8.222106686185962e-17,4.234692209321095e-14,3.63503564685312e-15,3.1571410020995963e-16,7.471650837189204e-16,1.252727657942485e-15,3.63503564685312e-15,1.0188240164952052e-13,3.763086201128655e-14,1.840862107130893e-14,1.2493052120957341e-14,3.1571410020995963e-16,3.763086201128655e-14,8.779467551736532e-14
clockmon_0_0_0_300.0_200.0_64.0,"[0, 0, 0, 300.0, 200.0, 64.0]",5.813954826189274e-14,1.470950594332687e-16,1.9377946667959157e-17,7.455192308018613e-16,1.8407975166896483e-14,1.470950594332687e-16,5.841670074506141e-14,1.084370132525052e-16,1.241936129719135e-15,1.249127139379458e-14,1.9377946667959157e-17,1.084370132525052e-16,4.526169916288458e-14,5.642273526661026e-15,4.21624547092843e-16,7.455192308018613e-16,1.241936129719135e-15,5.642273526661026e-15,1.0083293654335382e-13,3.7587939253190057e-14,1.8407975166896483e-14,1.249127139379458e-14,4.21624547092843e-16,3.7587939253190057e-14,8.773526464713714e-14
clockmon_0_0_0_300.0_200.0_98.0,"[0, 0, 0, 300.0, 200.0, 98.0]",5.813997541504945e-14,1.470790671742431e-16,2.347527312051951e-17,7.4393693960943e-16,1.840860801821324e-14,1.470790671742431e-16,5.837450745829383e-14,1.42229000018794e-16,1.228789280279422e-15,1.249056322209157e-14,2.347527312051951e-17,1.42229000018794e-16,4.8358117801371274e-14,7.59933859596289e-15,5.414798492783365e-16,7.4393693960943e-16,1.228789280279422e-15,7.59933859596289e-15,9.977672195329588e-14,3.754030760024157e-14,1.840860801821324e-14,1.249056322209157e-14,5.414798492783365e-16,3.754030760024157e-14,8.766639248342268e-14
clockmon_0_0_0_300.0_30.0_132.0,"[0, 0, 0, 300.0, 30.0, 132.0]",5.820036546519285e-14,4.7964016408876104e-17,2.807164796945581e-17,7.44847886034273e-16,1.844698141950975e-14,4.7964016408876104e-17,4.2343626895724556e-14,5.524432349433758e-17,3.283559029679536e-16,3.620913451507224e-15,2.807164796945581e-17,5.524432349433758e-17,5.166223301182824e-14,9.475977773581982e-15,7.340644658207231e-16,7.44847886034273e-16,3.283559029679536e-16,9.475977773581982e-15,9.927064604544713e-14,3.778592760022817e-14,1.844698141950975e-14,3.620913451507224e-15,7.340644658207231e-16,3.778592760022817e-14,9.252320310031984e-14
clockmon_0_0_0_300.0_30.0_166.0,"[0, 0, 0, 300.0, 30.0, 166.0]",5.847541159025766e-14,4.797024232515854e-17,3.266508641754955e-17,7.440921288307066e-16,1.846029791467493e-14,4.797024232515854e-17,4.258407680834834e-14,6.683159100321241e-17,3.253397093067329e-16,3.626520714256764e-15,3.266508641754955e-17,6.683159100321241e-17,5.518285492417331e-14,1.117610339762552e-14,9.468265907927203e-16,7.440921288307066e-16,3.253397093067329e-16,1.117610339762552e-14,9.833584007890465e-14,3.77300485307527e-14,1.846029791467493e-14,3.626520714256764e-15,9.468265907927203e-16,3.77300485307527e-14,9.241836952974795e-14
clockmon_0_0_0_300.0_30.0_200.0,"[0, 0, 0, 300.0, 30.0, 200.0]",5.818646499567555e-14,4.790208309592021e-17,3.787340239933463e-17,7.418039819120587e-16,1.844256634058791e-14,4.790208309592021e-17,4.232337626903632e-14,8.220450146914359e-17,3.203913868134008e-16,3.616917587179954e-15,3.787340239933463e-17,8.220450146914359e-17,5.850804627235649e-14,1.254602298481474e-14,1.241475231098777e-15,7.418039819120587e-16,3.203913868134008e-16,1.254602298481474e-14,9.742954532389725e-14,3.763359120011053e-14,1.844256634058791e-14,3.616917587179954e-15,1.241475231098777e-15,3.763359120011053e-14,9.221352164715464e-14
clockmon_0_0_0_300.0_30.0_30.0,"[0, 0, 0, 300.0, 30.0, 30.0]",5.820694937101307e-14,4.796951898350592e-17,1.563542446723885e-17,7.496546522452826e-16,1.844610619223335e-14,4.796951898350592e-17,4.2365184698884866e-14,3.080781369680901e-17,3.376568694737861e-16,3.621818144651118e-15,1.563542446723885e-17,3.080781369680901e-17,4.2387835429256025e-14,3.639804631618412e-15,3.3299107637623e-16,7.496546522452826e-16,3.376568694737861e-16,3.639804631618412e-15,1.0242712510227601e-13,3.794158147256621e-14,1.844610619223335e-14,3.621818144651118e-15,3.3299107637623e-16,3.794158147256621e-14,9.27521849851046e-14
